,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
887,888,1923  - TORRES LEDESMA Jose C.D.EURAFRICA CLUB-ELITE RUNNER,SEH,317,41:11:48,20:27:32,ES
888,889,2889  - RODRIGUEZ Carlos,V1H,398,41:11:55,20:27:39,ES
889,890,2500  - LESTER Simon,V2H,98,41:12:06,20:27:50,GB
890,891,1649  - BARBOT Gregory CREWSTACH,SEH,318,41:13:30,20:29:14,FR
891,891,2228  - BRIOTET Damien CREWSTACH,SEH,318,41:13:30,20:29:14,FR
892,893,2420  - PIERRAT Jean-Paul,V3H,5,41:15:52,20:31:36,FR
893,894,2835  - PIASECKI Rafał UKA WARSZAWA,SEH,320,41:16:29,20:32:13,PL
894,895,1140  - CAPRA Fabrizio,V1H,399,41:16:45,20:32:29,IT
895,896,2501  - IZUZQUIZA Leon,SEH,321,41:17:27,20:33:11,ES
896,896,2850  - URQUIA CARPIO Juan,SEH,321,41:17:27,20:33:11,ES
897,898,1935  - SILLE Gilles,V2H,99,41:17:34,20:33:18,FR
898,899,1223  - MICHELIN Boris US TALENCE,V1H,400,41:18:07,20:33:51,FR
899,900,2484  - ZHANG Ming,SEH,323,41:19:39,20:35:23,CN
900,901,1320  - GARCIA CALDERON Ruben,SEH,324,41:20:02,20:35:46,ES
901,902,1430  - GROUX Alex,V1H,401,41:20:17,20:36:01,FR
902,903,2118  - TOMADESSO Gerald,V1H,402,41:21:38,20:37:22,FR
903,904,1489  - GROSSMANN Alexander,V1H,403,41:22:38,20:38:22,DE
904,905,1682  - JANSSEN Peter CIKO'66,V1H,404,41:22:45,20:38:29,NL
905,906,2429  - STARK Jürgen LA SONNEBERG,SEH,325,41:23:10,20:38:54,DE
906,907,2104  - GUEDES Joel,V1H,405,41:23:24,20:39:08,PT
907,908,2345  - PUJOL Patrice BIS'TRUCK,V1H,406,41:23:45,20:39:29,FR
908,909,1455  - BLANCHARD Sébastien ATHLETIC CLUB DU PAYS D'ANCENIS,V1H,407,41:24:45,20:40:29,FR
909,909,1490  - MENARD Cyrille ACPA,V1H,407,41:24:45,20:40:29,FR
910,909,1912  - RIAUDEL Sébastien,V1H,407,41:24:45,20:40:29,FR
911,912,1636  - SOUDY Jonathan ATHLETIC CLUB DU PAYS D ANCENIS/SOBHI SPORT ANCENIS,SEH,326,41:24:47,20:40:31,FR
912,913,2513  - AMARI Ken BLANKAS,V2H,100,41:25:11,20:40:55,JP
913,914,2518  - GUHL Jerome,SEH,327,41:25:14,20:40:58,CH
914,915,1459  - VILLIEN Gilbert,V2H,101,41:25:36,20:41:20,FR
915,916,1624  - DUVERLIE Benoit CAF DSA,V2H,102,41:25:44,20:41:28,FR
916,917,1932  - VUGRINEC Zenil SRD 315 SJEVEROZAPAD,V1H,410,41:27:58,20:43:42,HR
917,918,395  - AOYAMA Tatsuro,V1H,411,41:29:06,20:44:50,JP
918,919,1030  - DAVIN Guillaume,V2H,103,41:29:46,20:45:30,FR
919,920,2376  - SPACKMAN Paul OVERTON HARRIERS,SEH,328,41:30:03,20:45:47,GB
920,921,1044  - ALLIX Franck MONTVILLE RUNNING CLUB,V1H,412,41:30:11,20:45:55,FR
921,922,769  - MAILLEUX Thierry,V1H,413,41:30:23,20:46:07,BE
922,923,1699  - PEREZ Toni GEMI,V1H,414,41:30:35,20:46:19,ES
923,924,1945  - ZIMMERMANN Andre,V1H,415,41:30:43,20:46:27,DE
924,925,343  - CHVAJARERNPUN Chattrachai COLUMBIA THAILAND,V1H,416,41:31:07,20:46:51,TH
925,926,2015  - ANDRÉ Carlos Strendure running team,V1H,417,41:31:45,20:47:29,PT
926,927,2046  - BERCO Iulian RUN MOLDOVA,V1H,418,41:31:48,20:47:32,MD
927,928,808  - STAROBRAT Arkadiusz 30/50/30,V2H,104,41:33:09,20:48:53,PL
928,929,1648  - TURNER Stephen Cheddar Running Club,V2H,105,41:33:24,20:49:08,GB
929,930,2491  - MENKEN Tobia,SEH,329,41:34:42,20:50:26,DE
930,931,2271  - PINHEIRO MENDES Fernando,V1H,419,41:36:09,20:51:53,PT
931,932,2203  - HUGHES Michael,V1H,420,41:37:10,20:52:54,AU
932,933,926  - CHRZASCIK Anna PłOMYK OLKUSZ,V1F,33,41:37:37,20:53:21,PL
933,934,327  - LOP Elise CMBM,V1F,34,41:37:41,20:53:25,FR
934,935,596  - NAZAROVA Maria,SEF,34,41:37:54,20:53:38,RU
935,936,1731  - GONZALO CARDELO Daniel TRAIL CER RUBI,V1H,421,41:38:31,20:54:15,ES
936,937,2139  - SAINT PIERRE François AC SAINT REMY,V1H,422,41:38:41,20:54:25,FR
937,938,1536  - LEPINOY Nicolas AC ST REMY,V1H,423,41:38:43,20:54:27,FR
938,939,2800  - JOAO Nadjala IAZA TRAIL RUNNING TEAM,SEF,35,41:38:46,20:54:30,BR
939,940,2665  - KOTANI Kunihiko Move Fast,V2H,106,41:39:33,20:55:17,JP
940,941,2109  - SANGLAS AYATS Josep CENTRE EXCURSIONISTA SERRAGRENYADA,V3H,6,41:39:52,20:55:36,ES
941,942,2591  - CYBRIWSKY Adrian,V1H,424,41:39:55,20:55:39,US
942,943,1599  - FÉLIX Christophe,V1H,425,41:41:53,20:57:37,BE
943,944,1519  - DURANTE Denis,SEH,330,41:41:59,20:57:43,FR
944,945,1206  - TSUI Stella,SEF,36,41:43:10,20:58:54,SG
945,946,1299  - PELLICCIOTTA Filippo ASD GRUPPO PODISTICO IL CRAMPO,V1H,426,41:43:24,20:59:08,IT
946,947,1899  - OLCOT Edward,V1H,427,41:43:30,20:59:14,GB
947,948,1262  - PANG Siu Chuen,SEH,331,41:43:37,20:59:21,HK
948,949,2024  - BRAESCH Cyril COLMAR TRAIL AVENTURES,SEH,332,41:43:48,20:59:32,FR
949,950,1817  - ODER Pascal,V2H,107,41:44:06,20:59:50,FR
950,951,758  - HESLOP Claire,SEF,37,41:44:25,21:00:09,CA
951,952,1527  - ROMERO LUZARDO Alejandro ARISTA,V1H,428,41:44:34,21:00:18,ES
952,953,2096  - SAVIGNARD Cyril,V1H,429,41:44:40,21:00:24,FR
953,954,1328  - LABRANCHE Steven SHENIPSIT STRIDERS,V1H,430,41:44:55,21:00:39,US
954,955,1591  - DOMINGUEZ RUIZ Antonio Jose C.D.LA OTRA VERTIENTE,V1H,431,41:45:23,21:01:07,ES
955,956,1219  - VOINOT Mathieu VIAS TRAIL RUNNING,SEH,333,41:45:37,21:01:21,FR
956,957,1703  - JACHYMSKI Jacek AKG LODZ,V2H,108,41:45:46,21:01:30,PL
957,958,1852  - OLAFSSON Gudmundur HREINDYRAFELAGID,V2H,109,41:46:26,21:02:10,IS
958,959,2069  - URSINO Alessandro MONTBLANCTEAM,V1H,432,41:48:10,21:03:54,IT
959,960,2170  - CANEPA Marco,SEH,334,41:48:11,21:03:55,IT
960,961,2047  - LUCCHETTI Pietro MONTBLANC TEAM,V1H,433,41:48:12,21:03:56,IT
961,962,1807  - SEVIN Claude Team Globetrailers,V3H,7,41:48:17,21:04:01,FR
962,963,696  - PENNA Ambroise LES PRINCES EN FOULEES,SEH,335,41:48:29,21:04:13,FR
963,964,1181  - POGER Pierre-Alban EA ST QUENTIN EN YVELINES,SEH,336,41:49:07,21:04:51,FR
964,965,713  - DENIS Christine TEAM LA TRACE,V1F,35,41:49:08,21:04:52,CH
965,966,1093  - LE CARDUNER Daniel Trégor Goëlo Athlétisme,V2H,110,41:51:08,21:06:52,FR
966,967,803  - LONG Nathalie,SEF,38,41:51:14,21:06:58,CA
967,968,1161  - AUDINET Severine AIRBUS RUNNING/PORTET AC,V1F,36,41:51:15,21:06:59,FR
968,968,1781  - LAURENS Gilles LES TRAILERS DU PIC,V2H,111,41:51:15,21:06:59,FR
969,970,1049  - RUIZ ZUBELZU Raul VENTURA SKY,SEH,337,41:52:19,21:08:03,ES
970,971,879  - CHEVILLON Daniel SL/AC CESSON,V2H,112,41:52:50,21:08:34,FR
971,972,2213  - VALENTE Gonçalo CRP Ribafria,V1H,434,41:53:31,21:09:15,PT
972,973,603  - ESPINAL Xavier CERN RUNNING CLUB,V1H,435,41:54:01,21:09:45,ES
973,974,1305  - LI Xiaoyu VIBRAM TRAILRUNNING TEAM,SEH,338,41:54:03,21:09:47,CN
974,975,1131  - XIE Liansheng,V1H,436,41:54:04,21:09:48,CN
975,976,1079  - GAUTHIER Yann FC BARBENTANE,SEH,339,41:54:21,21:10:05,FR
976,977,1621  - OLAGNIER Eymeric,V1H,437,41:54:26,21:10:10,FR
977,977,2894  - BLOC'H Remy BREIZH SPORT AVENTURE,V2H,113,41:54:26,21:10:10,FR
978,979,2366  - MANCINI Palmino PODISTI PER CASO,V1H,438,41:55:46,21:11:30,IT
979,980,899  - L'ABBATE Nicolas,SEH,340,41:55:55,21:11:39,FR
980,981,2033  - CANYELLES FIGUEROLA Guillem PATXANGUERUS ALFORJA/TRAIL CAMBRILS,SEH,341,41:57:04,21:12:48,ES
981,982,1405  - ROZYCKI Konrad Biegnij z ProService,V2H,114,41:57:10,21:12:54,PL
982,983,1487  - CONTAT Damien GIEN ATHLE MARATHON,V1H,439,41:57:38,21:13:22,FR
983,984,1209  - CIANELLI Jean Jacques MIDAS LA GAUDE,V1H,440,41:57:42,21:13:26,FR
984,985,2147  - SERRET Nicolas ELAN DE CANOHES,V1H,441,41:59:12,21:14:56,FR
985,986,1981  - TOOTELL Simon,V1H,442,41:59:54,21:15:38,GB
986,987,1771  - DURAND Christophe CMBM,V2H,115,42:00:02,21:15:46,FR
987,988,1782  - OBATA Toru,V2H,116,42:00:22,21:16:06,JP
988,989,1170  - GIRARDOT Xavier CAP ENDURANCE,V1H,443,42:01:05,21:16:49,FR
989,990,1237  - DUAN Pengcheng,SEH,342,42:01:12,21:16:56,CN
990,991,1546  - SIQUES LLAGOSTERA Marc,SEH,343,42:01:17,21:17:01,ES
991,992,1446  - ZAMBOTTI Stefano Andrea UISP MILANO,V2H,117,42:01:25,21:17:09,IT
992,993,1854  - GROSSI Nicolas,SEH,344,42:01:31,21:17:15,FR
993,994,1407  - AGRET Julien SMUC / LA ROCA,V1H,444,42:01:38,21:17:22,FR
994,995,356  - DANIEL Thomas,SEH,345,42:01:50,21:17:34,FR
995,996,407  - BLANC Cyril MARSEILLE TRAIL CLUB,V1H,445,42:02:11,21:17:55,FR
996,997,1532  - YANG Yu,SEH,346,42:02:21,21:18:05,CN
997,998,890  - LUCAK Céline JC EPERNAY CHAMPAGNE,V1F,37,42:03:21,21:19:05,FR
998,999,2597  - SCOTT-HARDEN Simon GOSFORTH HARRIERS,V1H,446,42:03:50,21:19:34,GB
999,1000,2084  - DILINTAS Aristotelis APOLLON,V2H,118,42:04:09,21:19:53,GR
1000,1001,1886  - KIBARDIN Vladimir,V1H,447,42:04:52,21:20:36,BE
1001,1002,1120  - EMILOVA Venelina,SEF,39,42:05:17,21:21:01,BG
1002,1003,2202  - FERRERE Walter MASC SAINT CYR L'ECOLE,V1H,448,42:05:42,21:21:26,FR
1003,1004,2090  - BESSES Cyril,SEH,347,42:05:45,21:21:29,FR
1004,1005,1896  - DURAN GALIMANY Jaume ALLIBERAADRENALINA,V1H,449,42:05:46,21:21:30,ES
1005,1006,688  - ESQUENET Quentin BOEHRINGER INGELHEIM,SEH,348,42:06:08,21:21:52,FR
1006,1007,2282  - BARAN Jarosław,V1H,450,42:07:04,21:22:48,PL
1007,1008,1280  - CASATI Matteo GAP SCANZOROSCIATE,SEH,349,42:07:30,21:23:14,IT
1008,1009,1897  - MANCUSI Gianluca TERZO TEMPO TRAIL,V1H,451,42:08:28,21:24:12,IT
1009,1010,1427  - ROE Chris,V1F,38,42:08:54,21:24:38,GB
1010,1010,2472  - AMBATZIS Nicholas,V1H,452,42:08:54,21:24:38,GR
1011,1012,2049  - WONGPORNPAKDEE Wasin,V1H,453,42:10:12,21:25:56,TH
1012,1013,2611  - SATAKE Masaaki,V1H,454,42:10:27,21:26:11,JP
1013,1014,2436  - JACQUET Laurent LISSES AC,V2H,119,42:10:43,21:26:27,FR
1014,1015,1724  - MANOTOA Raul NAVAL ECUADOR,SEH,350,42:11:06,21:26:50,EC
1015,1016,2230  - GUIBERT Cyril,SEH,351,42:11:07,21:26:51,FR
1016,1017,2358  - LINDER Markus,V1H,455,42:11:55,21:27:39,DE
1017,1018,2016  - BOURDON Loic,V1H,456,42:12:05,21:27:49,FR
1018,1019,1821  - LEUNG Kwai Wah,V1H,457,42:12:23,21:28:07,HK
1019,1020,2332  - COCOYNACQ Thierry AC POUILLON,V2H,120,42:12:29,21:28:13,FR
1020,1021,2488  - CWIAKALA Wojciech,V2H,121,42:13:00,21:28:44,PL
1021,1022,1399  - MELVILLE Toby SERPENTINE,V1H,458,42:13:16,21:29:00,GB
1022,1023,2511  - SUEHSNER Alejandro,V1H,459,42:13:42,21:29:26,PY
1023,1024,1469  - CUI Yongping,V1H,460,42:13:46,21:29:30,CN
1024,1025,547  - PLOSNITA (DANCU) Adriana FESTINA LENTE,SEF,40,42:14:05,21:29:49,RO
1025,1025,951  - PLOSNITA Adrian FESTINA LENTE,SEH,352,42:14:05,21:29:49,RO
1026,1027,886  - ONGENA Ann,V2F,7,42:14:36,21:30:20,US
1027,1028,1253  - GUZ Nicholas,SEH,353,42:14:56,21:30:40,AU
1028,1029,2152  - GOUT Ludwig,V1H,461,42:15:15,21:30:59,FR
1029,1030,1048  - KOFOED-DAM Kasper,SEH,354,42:15:27,21:31:11,DK
1030,1031,1633  - SMITH Ian FLORIDA RUNNING CLUB,V2H,122,42:15:28,21:31:12,ZA
1031,1032,1801  - PETERSEN Claus DANSK UTRALOBER KLUB,V1H,462,42:15:32,21:31:16,DK
1032,1033,941  - CARBONARA Gabriele TEAM ANIMA TRAIL,V1H,463,42:15:39,21:31:23,IT
1033,1034,1943  - STUHL Matthias -,V1H,464,42:15:42,21:31:26,DE
1034,1035,2223  - MIEUSSET Christophe A.S. BRED,V1H,465,42:16:23,21:32:07,FR
1035,1036,1239  - FEKETE Daniel,V1H,466,42:16:30,21:32:14,HU
1036,1037,2625  - SERRA PEINADO Nil MADTEAM,SEH,355,42:16:58,21:32:42,ES
1037,1038,2699  - MENARD Francois,V2H,123,42:16:59,21:32:43,FR
1038,1039,1354  - VERDOODT CARAZO Philippe TRAMUNTANYA,SEH,356,42:17:06,21:32:50,ES
1039,1040,2145  - CARLSSON Per,V1H,467,42:17:12,21:32:56,SE
1040,1041,2346  - BIGNOT Martin,SEH,357,42:18:36,21:34:20,FR
1041,1042,1442  - RIGUELLE François,SEH,358,42:18:48,21:34:32,BE
1042,1043,1906  - FRANCKE Clément,SEH,359,42:19:06,21:34:50,FR
1043,1044,2065  - BRUNO Paolo,V1H,468,42:19:25,21:35:09,IT
1044,1045,1976  - LUIS PEREZ Angel THE CLIMB,SEH,360,42:19:52,21:35:36,ES
1045,1046,1031  - PIETRELLI Enrico RONDA GHIBELLINA,SEH,361,42:20:17,21:36:01,IT
1046,1047,1179  - AOUICHA Antoine HUY ATHLETIC CLUB,SEH,362,42:20:31,21:36:15,BE
1047,1048,620  - LOLLBACK Dan,V1H,469,42:20:39,21:36:23,AU
1048,1049,2623  - LYKISSAS Gerasimos Spyridon,V2H,124,42:20:45,21:36:29,GR
1049,1050,2532  - BAKER Stephen,V1H,470,42:21:23,21:37:07,AU
1050,1051,1050  - MOLIN Diana,V1F,39,42:21:39,21:37:23,FR
1051,1052,413  - HUTCHINSON G Brian UCD ROOM 22 RUNNERS,V2H,125,42:23:02,21:38:46,IE
1052,1052,1709  - RAMUZ Joseph SPARTAN RUNNING,SEH,363,42:23:02,21:38:46,CH
1053,1054,2004  - NARANJO LEON Oscar Daniel ALPINO BENALMADENA IRONTRIATH,V1H,471,42:23:07,21:38:51,ES
1054,1055,1975  - JANG Youngcho,SEH,364,42:25:38,21:41:22,KR
1055,1056,1414  - MONGUILLON Serge,V2H,126,42:26:04,21:41:48,FR
1056,1057,1498  - TURRA Pierfrancesco ATLETICA LAMON,V2H,127,42:26:45,21:42:29,IT
1057,1058,1371  - SCABURRI Gianpaolo LIBERO,V2H,128,42:27:02,21:42:46,IT
1058,1059,1765  - BRODIE Adam,SEH,365,42:27:28,21:43:12,AU
1059,1060,1851  - ODE Yasuhisa,V2H,129,42:27:32,21:43:16,JP
1060,1061,1081  - HASEGAWA Ai HOUYHNHNM RUNNING CLUB,V1F,40,42:27:42,21:43:26,JP
1061,1062,623  - GASSER José Team Canorajo,V1H,472,42:27:58,21:43:42,FR
1062,1062,2330  - SANCHEZ Christophe LES ZINZINS DES COTEAUX 31,V1H,472,42:27:58,21:43:42,FR
1063,1064,2822  - HAYES Patrick,SEH,366,42:28:40,21:44:24,US
1064,1065,2051  - SIVIER Vincent USSON SPORT NATURE,V2H,130,42:29:12,21:44:56,FR
1065,1066,2127  - BERTO Matteo FIDAL,V1H,474,42:29:59,21:45:43,IT
1066,1067,1144  - SOTO FORTUÑO Esteban IN BIKE,V1H,475,42:31:16,21:47:00,ES
1067,1068,2091  - DENIS Nicolas TEAM TRAIL TOURAINE,SEH,367,42:32:57,21:48:41,FR
1068,1069,1572  - HOYAS JIMENEZ Luis A LES NOU,V3H,8,42:33:45,21:49:29,ES
1069,1070,2340  - LER Edward,V1H,476,42:34:30,21:50:14,SG
1070,1071,937  - VENTURINO Alessio SEC CIVATE,SEH,368,42:34:37,21:50:21,IT
1071,1072,1286  - CHOI Soon-Chul TEAM RWB,V1H,477,42:35:41,21:51:25,KR
1072,1073,1520  - CAPE Phil STONE MASTER MARATHONERS,V1H,478,42:35:43,21:51:27,GB
1073,1074,420  - BOFFO Franck ESH HAGONDANGE,V2H,131,42:36:00,21:51:44,FR
1074,1074,2337  - PUYOL Roberto,SEH,369,42:36:00,21:51:44,ES
1075,1076,2598  - REGIMBART Philippe,V2H,132,42:36:01,21:51:45,FR
1076,1077,2726  - ETHENOZ Philippe,V2H,133,42:36:47,21:52:31,CH
1077,1078,2074  - TOLEDANO GARCÍA Álvaro,SEH,370,42:36:53,21:52:37,ES
1078,1079,717  - GREER Sylvia,V4F,41,42:36:56,21:52:40,US
1079,1080,2734  - DOHOGNE Christian,V1H,479,42:37:23,21:53:07,BE
1080,1081,360  - KELLER Svenja,SEF,41,42:38:30,21:54:14,DE
1081,1082,1071  - ROBERT Swann XVE ATHLETIC CLUB,SEH,371,42:39:04,21:54:48,FR
1082,1083,398  - PITTI Jean Francois,V1H,480,42:41:00,21:56:44,FR
1083,1084,2467  - BARKER Brandon,SEH,372,42:42:22,21:58:06,US
1084,1085,1523  - GRISORIO Vincenzo PODISTICA E SOLIDARIETA,V1H,481,42:42:23,21:58:07,IT
1085,1086,2122  - MARROCCO Andre,V2H,134,42:42:24,21:58:08,FR
1086,1087,2183  - AVILES PAMIES Roger Cambrils club triatló,V1H,482,42:42:26,21:58:10,ES
1087,1087,2729  - ALBERO Philippe,V2H,135,42:42:26,21:58:10,FR
1088,1089,2626  - DEMETER Michal TJ PARTIZAN,V1H,483,42:42:27,21:58:11,SK
1089,1090,2037  - LIU Shu YMT,V1H,484,42:42:35,21:58:19,CN
1090,1091,868  - FIORETTA Sergio OSA,SEH,373,42:42:39,21:58:23,IT
1091,1092,1250  - REEVE Paul MUDCREW RUNNING,V2H,136,42:43:54,21:59:38,GB
1092,1093,1309  - BESSON Marco SPORT CLUB ANGROGNA,V1H,485,42:44:02,21:59:46,IT
1093,1094,1518  - TOPPILA Anni SOTANORSUT SEIKKAILULLA,SEF,42,42:45:13,22:00:57,FI
1094,1095,426  - HOMBROUCK Samuel,V1H,486,42:45:15,22:00:59,FR
1095,1096,403  - GOURGOT Sébastien,V1H,487,42:45:32,22:01:16,FR
1096,1097,1364  - RICHARD Cédric,SEH,374,42:45:47,22:01:31,FR
1097,1098,1346  - HOLMES Chris JUST RACING,V1H,488,42:45:59,22:01:43,GB
1098,1099,2195  - PRIESTLEY Chuck,,1,42:46:14,22:01:58,CA
1099,1100,2300  - RINALDO bruno,V2H,137,42:46:57,22:02:41,FR
1100,1101,1985  - EFFRANCEY Philippe,V2H,138,42:46:59,22:02:43,FR
1101,1102,1334  - MORINEAU Olivier 057045,V2H,139,42:47:27,22:03:11,FR
1102,1103,2495  - CHABANE Ahmed ASSOCIATION SPORTIVE DU DEPARTEMENT DU NORD,V1H,489,42:47:43,22:03:27,FR
1103,1104,2286  - LEE I-Kung,V1H,490,42:48:01,22:03:45,TW
1104,1105,2419  - TOTA Enzo,V2H,140,42:49:38,22:05:22,IT
1105,1106,1638  - CHAMBEFORT David RUNNING PIRATES,V1H,491,42:50:00,22:05:44,FR
1106,1107,529  - TREVISAN Sara ATLETICA PIOMBINO DESE,V1F,42,42:50:44,22:06:28,IT
1107,1108,1874  - OKTEM Ozgur QNB FINANSBANK,V1H,492,42:51:25,22:07:09,TR
1108,1108,2105  - GULER Tolga QNB FINANSBANK,V1H,492,42:51:25,22:07:09,TR
1109,1110,1374  - CLEMENT Marc AMSL FREJUS ATHLETISME,V1H,494,42:51:40,22:07:24,FR
1110,1111,453  - BARLIER Cyril,V1H,495,42:52:00,22:07:44,FR
1111,1112,2023  - PROCHÁZKOVÁ Lenka,SEF,43,42:52:21,22:08:05,CZ
1112,1113,1367  - REGNAULT Nicolas,V1H,496,42:52:25,22:08:09,FR
1113,1114,2578  - KATO Keita,SEH,375,42:52:45,22:08:29,JP
1114,1115,1274  - MOK Chi Yuen Trunks RUNNING MADHOUSE,V1H,497,42:53:16,22:09:00,CN
1115,1116,2582  - MORRIS Steve REDWAY RUNNERS,V1H,498,42:53:17,22:09:01,GB
1116,1117,1838  - TOLDO Alberto,V1H,499,42:53:52,22:09:36,IT
1117,1118,1667  - FUJII Takeyuki TEAM CB,V1H,500,42:54:45,22:10:29,JP
1118,1119,864  - SAELENS Aurelien TEAM ST YORRE,SEH,376,42:54:51,22:10:35,FR
1119,1120,2061  - XU Yejun,V2H,141,42:56:04,22:11:48,CN
1120,1121,2503  - PIETRAS Seth Thomas,SEH,377,42:56:11,22:11:55,US
1121,1122,2252  - MANERO NAVARRO Jose Antonio CMEXEA-ATLETISMO5VILLAS-CAB,V1H,501,42:56:28,22:12:12,ES
1122,1123,2514  - BUISSINNE Ron,V2H,142,42:56:38,22:12:22,ZA
1123,1124,1752  - CARMONA JIMÉNEZ José Miguel ALPINO BENALMADENA IRONTRIATH,SEH,378,42:56:40,22:12:24,ES
1124,1125,1323  - BOUVIER Yannick,V1H,502,42:56:45,22:12:29,FR
1125,1126,2712  - MOULIN Yannick,V1H,503,42:56:47,22:12:31,FR
1126,1127,598  - ALQUIER Magali PORTET ATHLETIC CLUB,V1F,43,42:57:27,22:13:11,FR
1127,1128,1308  - BAUM Redfield,V1H,504,42:57:40,22:13:24,US
1128,1129,1010  - HILLS Marc,V1H,505,42:57:52,22:13:36,GB
1129,1130,1529  - FRERET Jean-Louis S/L AC HAUTE VILAINE - AS ORANGE,V2H,143,42:58:05,22:13:49,FR
1130,1131,1882  - HLAVÁČ Martin,SEH,379,42:59:03,22:14:47,CZ
1131,1132,1351  - LEPROVOST David PSN PREAUX,V1H,506,42:59:31,22:15:15,FR
1132,1133,2029  - SASHIE Daisuke,V1H,507,43:00:14,22:15:58,JP
1133,1134,2803  - ARTAZ Claudia CERVINO TRAILER,V1F,44,43:00:15,22:15:59,IT
1134,1135,2150  - CASALA Charles-Henri,V1H,508,43:00:19,22:16:03,FR
1135,1136,912  - CHEN Tsai-Tsung,V1H,509,43:00:43,22:16:27,TW
1136,1137,1090  - CHENG Kuo-Pin,V1H,510,43:00:49,22:16:33,TW
1137,1138,2070  - VLACHOS Spyridon,V1H,511,43:00:53,22:16:37,GR
1138,1139,1641  - MEUNIER arnaud LONS ATHLE 39,V1H,512,43:01:01,22:16:45,FR
1139,1140,1063  - SZCZESNIAK Dorota RANKOR,SEF,44,43:01:02,22:16:46,PL
1140,1141,2151  - FERNANDES Victor CABRAL,V1H,513,43:01:05,22:16:49,PT
1141,1142,2516  - MENU Vincent,V2H,144,43:01:07,22:16:51,FR
1142,1143,2157  - SÁNCHEZ-CAMPILLO MUÑOZ Manuel CLUB UNIVERSITARIO DE MONTANA DE LA REGION DE MURCIA,V2H,145,43:01:10,22:16:54,ES
1143,1144,2156  - SÁNCHEZ-CAMPILLO MUÑOZ Pedro CLUB UNIVERSITARIO DE MONTANA DE MURCIA,V2H,146,43:01:12,22:16:56,ES
1144,1145,1123  - LIU Kar Ho,SEH,380,43:01:22,22:17:06,HK
1145,1146,2270  - NEAU Jean-Hervé,V1H,514,43:02:02,22:17:46,FR
1146,1147,2284  - IZQUIERDO Fernando TIERRA TRÁGAME,V1H,515,43:02:11,22:17:55,ES
1147,1148,2471  - RIBEIRO Marco,SEH,381,43:03:10,22:18:54,BR
1148,1149,1396  - CARAUX Marco CERVEIRA TEAM RUNNING,V1H,516,43:03:26,22:19:10,PT
1149,1150,1218  - TRUCHI Sébastien TRIATHLON DU PAYS GRASSOIS,SEH,382,43:03:44,22:19:28,FR
1150,1151,2460  - JULOU Sébastien,SEH,383,43:04:04,22:19:48,FR
1151,1152,1632  - RAMPON pascal SALOMON,V2H,147,43:04:29,22:20:13,FR
1152,1153,2463  - GILBERTSON Paul TRA,V1H,517,43:04:31,22:20:15,GB
1153,1154,2390  - GAUTIER Laurent ESSPO,V2H,148,43:05:21,22:21:05,FR
1154,1155,335  - FU Qiang COLUMBIA,V1H,518,43:05:32,22:21:16,CN
1155,1156,1869  - BERGANDI Diego,V1H,519,43:05:52,22:21:36,IT
1156,1157,1661  - PANDIANI Alberto Maria AMATORI ATLETICA CHIRIGNAGO,V2H,149,43:06:09,22:21:53,IT
1157,1158,1443  - ROMBACH Fränzi TRIATHLON VC ALLSCHWIL,V1F,45,43:06:13,22:21:57,CH
1158,1159,1410  - COLERA Jordi UNIO EXCURSIONISTA DE CATALUNYA-SANTS,V1H,520,43:06:43,22:22:27,ES
1159,1160,2131  - MICHELOTTI Sandro,V2H,150,43:06:52,22:22:36,IT
1160,1160,2329  - MICHELOTTI Giuseppe,V1H,521,43:06:52,22:22:36,IT
1161,1162,2801  - ŁUKASIK Anna KLUB WYSOKOGORSKI W JASTRZĘBIU-ZDROJU,SEF,45,43:07:01,22:22:45,PL
1162,1163,1370  - SANCHEZ GARCIA Antonio C.D.TRAIL RUNNING MALAGA,V2H,151,43:07:48,22:23:32,ES
1163,1164,1440  - MICHELINI Matteo ATLETICA PARATICO,SEH,384,43:08:18,22:24:02,IT
1164,1165,389  - FOHR Markus TEAM LAHNSTEINER BRAUEREI,V1H,522,43:08:30,22:24:14,DE
1165,1166,1311  - BONNER Rachel,SEF,46,43:09:07,22:24:51,AU
1166,1166,1373  - ADHARANAND Finn,V1H,523,43:09:07,22:24:51,GB
1167,1168,92  - PAYN Thomas,SEH,385,43:09:09,22:24:53,GB
1168,1169,1222  - BELARDINI Gianluca ASD FREE RUNNERS,V1H,524,43:09:28,22:25:12,IT
1169,1170,1317  - KANESHIGE Takumi,V1H,525,43:10:06,22:25:50,JP
1170,1171,2256  - BONTEMPS Luc ARCH,V2H,152,43:11:07,22:26:51,BE
1171,1172,1611  - COLOMBET Grégory CLUB26ALLAN,SEH,386,43:11:53,22:27:37,FR
1172,1173,2657  - TISSOT Laurent,V1H,526,43:12:29,22:28:13,FR
1173,1174,791  - DALE Christopher DURANGO RUNNING CLUB,V1H,527,43:13:08,22:28:52,US
1174,1175,2025  - CORRE Jean-Bernard TEAM RAIDLIGHT,SEH,387,43:13:31,22:29:15,FR
1175,1176,1508  - REAL PEREZ Manuel CENTRE EXC. LLORENCA,V3H,9,43:14:46,22:30:30,ES
