,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
584,585,436  - VLAANDER Ruben,SEH,242,38:56:09,18:37:02,NL
585,586,2758  - REYNOLDS Tom,V1H,239,38:57:05,18:37:58,IE
586,587,677  - TAKAHASHI Tomohiko,V1H,240,38:57:27,18:38:20,JP
587,588,1794  - ROWLINSON Ben,SEH,243,38:58:26,18:39:19,AU
588,589,805  - PERRON Stephan VO2 TRAIL,V2H,60,38:58:45,18:39:38,CA
589,590,2454  - DUPUY Christophe,V1H,241,38:58:47,18:39:40,FR
590,591,344  - RAMOS QUINTANA Juan Carlos ARISTA,V2H,61,38:59:10,18:40:03,ES
591,592,1426  - WANG Edward BEST OF SAN DIEGO 100 MILER,V2H,62,38:59:54,18:40:47,US
592,593,1138  - ALLARD Julien,SEH,244,38:59:59,18:40:52,FR
593,594,424  - PERINI Dale CLAPHAM CHASERS,SEH,245,39:00:19,18:41:12,AU
594,595,1272  - FERNANDEZ BEDMAR Francisco Javier,V1H,242,39:00:48,18:41:41,ES
595,596,462  - FLORIS Guillaume,V1H,243,39:00:52,18:41:45,FR
596,597,610  - PICKETT Brian,V1H,244,39:01:47,18:42:40,US
597,598,1207  - BELARDE Leonardo Dario GUSTATRAIL,V1H,245,39:03:28,18:44:21,AR
598,599,803  - VALERO DE LOS REYES Pedro Jose CLUB FRONTER TRAIL,V1H,246,39:04:28,18:45:21,ES
599,600,953  - DUCLOS Guillaume,SEH,246,39:04:52,18:45:45,FR
600,601,1084  - ANIORTE ESCLAPEZ Tomás LA VARA TRAIL,SEH,247,39:05:20,18:46:13,ES
601,602,1924  - LEBLANC Steve Pro-Forma,V1H,247,39:06:44,18:47:37,CA
602,603,1610  - CAILLE Fabrice LES TROTTEURS DU PINAIL,V1H,248,39:07:15,18:48:08,FR
603,604,1710  - MORALES DEL PUERTO Antonio CLUB TRAIL PIRATA JEREZ,V1H,249,39:11:31,18:52:24,ES
604,605,1324  - BORNE Aurelien,SEH,248,39:13:12,18:54:05,FR
605,606,1444  - DUSFOUR Olivier,V1H,250,39:14:22,18:55:15,FR
606,607,1548  - YÁNEZ BEAS Carlos YANEZ RUNNERS,V1H,251,39:15:24,18:56:17,ES
607,608,324  - CHEN Cheng COLUMBIA,SEF,23,39:16:08,18:57:01,CN
608,609,339  - LEVY Tristan,V1H,252,39:18:10,18:59:03,FR
609,610,398  - MICHELLIER Simon,SEH,249,39:19:17,19:00:10,FR
610,611,403  - BENTEJAC Stephane ASPTT/AGEN UGLOW,V2H,63,39:19:37,19:00:30,FR
611,612,974  - OSÓRIO Paulo OCS PROAVENTURAS,V2H,64,39:19:49,19:00:42,PT
612,613,1571  - GUILHEM Jean-Charles CHAMONIX MONT BLANC MARATHON,V3H,5,39:20:26,19:01:19,FR
613,614,326  - PONOMAREVA Vera Columbia Russia,V1F,20,39:20:48,19:01:41,RU
614,615,1116  - MARTÍNEZ Crispín CASTILLO ATHLETIC GROUP,SEH,250,39:21:06,19:01:59,ES
615,616,963  - ZAMORA Jozef ARBE TEAM,V1H,253,39:21:24,19:02:17,SK
616,617,322  - XU Linju COLUMBIA,SEF,24,39:21:25,19:02:18,CN
617,618,2169  - FAVRE Stephane LE FION ON COURSE,V1H,254,39:22:07,19:03:00,FR
618,619,898  - TOSI Catherine,V1F,21,39:22:27,19:03:20,FR
619,620,1316  - JAMROŻY Marcin MAGNETI MARELLI POLAND SOSNOWIEC,SEH,251,39:24:33,19:05:26,PL
620,621,1557  - WOJNA Mikołaj MALIGNA,SEH,252,39:25:10,19:06:03,PL
621,622,1771  - KONG Nicolas,SEH,253,39:25:55,19:06:48,FR
622,623,1987  - DE BELDER Toby DULWICH RUNNERS,V1H,255,39:26:47,19:07:40,GB
623,624,784  - GUERARD Alexis TOS TRIATHLON,SEH,254,39:26:53,19:07:46,FR
624,625,977  - CAILLIEZ Mathieu,V1H,256,39:26:54,19:07:47,FR
625,626,1403  - LEIVA ROLDÁN David GARRAF RUNNERS,V1H,257,39:27:02,19:07:55,ES
626,627,1034  - WU Ping 上海交大安泰户外跑者俱乐部,SEH,255,39:30:01,19:10:54,CN
627,628,1558  - KIRN Philippe,V1H,258,39:32:26,19:13:19,FR
628,629,425  - RABIN Florent AIX ATHLE PROVENCE,SEH,256,39:33:31,19:14:24,FR
629,630,1294  - GRAS Louis,SEH,257,39:34:00,19:14:53,FR
630,631,1097  - ZANIN Alberto GRUPPO SPORTIVO MERCURYUS,V1H,259,39:34:51,19:15:44,IT
631,632,758  - FRANCOIS Matthias,V1H,260,39:35:49,19:16:42,FR
632,633,423  - DUPAQUIER Jean-Yves,V2H,65,39:36:36,19:17:29,FR
633,634,1379  - MITTAINE Frederic,V2H,66,39:36:44,19:17:37,FR
634,635,328  - ZHAO Jing VIBRAM,SEF,25,39:38:41,19:19:34,CN
635,636,1604  - PUECH Jacky TOAC ATLETISME,V2H,67,39:40:06,19:20:59,FR
636,637,1583  - ANDRE Robert AIRBUS RUNNING/CDLTTA,V2H,68,39:40:07,19:21:00,BE
637,638,358  - FU Qiang COLUMBIA,V1H,261,39:40:11,19:21:04,CN
638,639,1596  - MAIA Leonardo MINHO AVENTURA,SEH,258,39:42:00,19:22:53,PT
639,640,1672  - TRAVERS Jean-Michel KIKOUROU,V1H,262,39:43:09,19:24:02,FR
640,641,1931  - CHEN Xiaowu RUNNING PANDA,V1H,263,39:43:47,19:24:40,FR
641,642,1248  - KOKOREVICS Edgars VSK Burkanciems&CO,SEH,259,39:44:13,19:25:06,LV
642,643,372  - LI Tiejun COLUMBIA,V1H,264,39:44:48,19:25:41,CN
643,644,125  - BANNWARTH Claire LAPIN DUDURACELL,SEF,26,39:44:51,19:25:44,FR
644,645,1428  - BIGOTTO-THOUVENIN Thomas,SEH,260,39:45:07,19:26:00,FR
645,646,443  - SLATER Andrew,V1H,265,39:45:24,19:26:17,GB
646,647,596  - LEUNG Hong Kiu THE NORTH FACE HK,SEF,27,39:47:32,19:28:25,HK
647,648,1500  - BRENAC Nicolas Team Fontain Franche Comté,V1H,266,39:48:18,19:29:11,FR
648,649,447  - VAN PRAAG Nick FUL-ON TRI,SEH,261,39:48:55,19:29:48,BE
649,650,2399  - ZHANG Ming,SEH,262,39:49:09,19:30:02,CN
650,651,1185  - CELESTIN DEVENDRA Benedict ASC BNP PARIBAS PARIS,SEH,263,39:49:40,19:30:33,FR
651,651,1852  - DELAHOUSSE Lionel ASC BNP PARIBAS PARIS,V1H,267,39:49:40,19:30:33,FR
652,653,1599  - SALISBURY Matthew SERPENTINE RC,SEH,264,39:50:48,19:31:41,GB
653,654,1598  - PEIRSON Michael,SEH,265,39:50:51,19:31:44,GB
654,655,1640  - FONG Shing Hei Gary CRAZY MONKEY X TPH,SEH,266,39:51:14,19:32:07,GB
655,656,814  - FRONTINI Marco RONDA GHIBELLINA ASD,V1H,268,39:51:17,19:32:10,IT
656,657,1811  - CHENGGANG Ni LEI ULTRA TRAIL,V1H,269,39:51:44,19:32:37,CN
657,658,1768  - TSOI Wan Pang,V1H,270,39:53:01,19:33:54,HK
658,659,2337  - GEILING Jörg PLAISIR AC,V2H,69,39:54:51,19:35:44,DE
659,660,1282  - BELLON Frederic DENTS-DU-MIDI,V1H,271,39:55:56,19:36:49,CH
660,661,1714  - BOUILLOT Eric,V2H,70,39:57:08,19:38:01,FR
661,662,2082  - GOUTAGNY Romain,SEH,267,39:58:16,19:39:09,FR
662,663,1706  - LAM Yat Wah,V1H,272,39:58:26,19:39:19,HK
663,664,1229  - VERGUET Alain TRAILEUR SEPT-MONTS,V3H,6,39:59:32,19:40:25,FR
664,665,1096  - BAUDAIN Patrick CAP GARONNE,V2H,71,40:01:20,19:42:13,FR
665,666,1439  - FERRARI Stefano,V1H,273,40:02:23,19:43:16,IT
666,667,1670  - KARPPINEN Kimmo ENDURANCE ULTRARUNNING TEAM FINLAND,V1H,274,40:03:19,19:44:12,FI
667,668,2313  - FORZA Maurizio Rino RIN TEEN TEAM,V1H,275,40:04:40,19:45:33,IT
668,669,1799  - ANTHOINE Mathieu LATRAILBU 74,SEH,268,40:05:30,19:46:23,FR
669,670,1803  - SCHIFFER Michael HARTFUSSLERTRAIL E.V.,V1H,276,40:05:55,19:46:48,DE
670,671,2246  - PELLERIN Jonathan,SEH,269,40:07:09,19:48:02,CA
671,672,1412  - DUBOIS Sébastien,SEH,270,40:09:09,19:50:02,FR
672,673,1245  - BLEDSOE James,V1H,277,40:12:12,19:53:05,US
673,674,2083  - LAMONT Lachlan,V1H,278,40:12:32,19:53:25,GB
674,675,1392  - HOARAU Jean Bernard,V1H,279,40:12:33,19:53:26,FR
675,676,2740  - SMITH Andrew,V1H,280,40:13:31,19:54:24,GB
676,677,1531  - CHODKIEWIEZ Philippe,V2H,72,40:15:30,19:56:23,FR
677,678,645  - FOUQUET Loic ATHLETIC BRUNOY CLUB / TEAM AP'HEROS,V1H,281,40:17:40,19:58:33,FR
678,678,1162  - BIAU Pascal S/L UNION CLUB ATHLETIQUE,V1H,281,40:17:40,19:58:33,FR
679,680,302  - CAUSSE Stéphane,V2H,73,40:18:40,19:59:33,FR
680,681,1077  - GENTILINI Iader LEOPODISTICA,V1H,283,40:19:20,20:00:13,IT
681,682,409  - KRIEGER Thibaut,V1H,284,40:20:53,20:01:46,FR
682,683,990  - YE Xianfeng,V1H,285,40:20:54,20:01:47,CN
683,684,1183  - ROGIC JUKOPILA Natasa SRK ALBA/IPA ISTRA,V1F,22,40:22:20,20:03:13,HR
684,685,1337  - ALLEN James LYMM RUNNERS,V2H,74,40:22:32,20:03:25,GB
685,686,1157  - ANDO Kazushige TEAM KESHIKASU,V2H,75,40:23:26,20:04:19,JP
686,687,1590  - BEATTIE Andrew DUMFRIES HARRIERS,V1H,286,40:23:41,20:04:34,GB
687,688,1469  - TROUVEL Didier,V1H,287,40:24:02,20:04:55,FR
688,689,1254  - VALVERDE MACIAS Andres RUNNINGWAY TRAIL,V1H,288,40:24:22,20:05:15,ES
689,690,1461  - GRÄSBERG Simon ESKILSTUNA TRAILKLUBB,SEH,271,40:24:58,20:05:51,SE
690,691,1735  - LINDBLOM Patrik ESKILSTUNA TRAILKLUBB,V2H,76,40:24:59,20:05:52,SE
691,692,1080  - PRIOLO Simone A.S.D. TEAM KM SPORT,V1H,289,40:26:49,20:07:42,IT
692,693,986  - DALLA COSTA Nicola VERONA TRAIL RUNNERS,SEH,272,40:26:52,20:07:45,IT
693,694,926  - CHOPLIN Johann néant,V1H,290,40:27:20,20:08:13,FR
694,694,1769  - DOMANSKI Mark VIRGINIA HAPPY TRAILS RUNNING CLUB,SEH,273,40:27:20,20:08:13,US
695,696,1567  - VILLANUEVA Francisco Jesús,V2H,77,40:28:46,20:09:39,AR
696,697,1845  - KIM Youngroc,SEH,274,40:28:53,20:09:46,KR
697,698,1833  - MAINAUD Eric RMA,V1H,291,40:30:04,20:10:57,FR
698,699,1800  - BUFFET Antoine VIR'KING RAID,SEH,275,40:31:29,20:12:22,FR
699,700,2802  - GAREL- LE DYLIO Franck ASPTT ARGENTAN,V1H,292,40:31:30,20:12:23,FR
700,701,2227  - ANDREEV Petar,V1H,293,40:31:46,20:12:39,BG
701,702,807  - SOUBIE Jérôme,V1H,294,40:31:58,20:12:51,FR
702,703,1425  - TIERNY Arnaud GRAVITY,V1H,295,40:32:15,20:13:08,FR
703,704,2130  - FERREIRA Orlando Gabriel Da Silva SABORES DO PACO/ZATOPEQUES,V3H,7,40:32:19,20:13:12,PT
704,704,2743  - BRENNEN Peter FRONT RANGE CROSS COUNTRY,SEH,276,40:32:19,20:13:12,US
705,706,347  - BRODIN Gwenael TRAIL RAID AVENTURE,V1H,296,40:32:26,20:13:19,FR
706,707,1027  - LABRY Florian UA SOCIETE GENERALE,SEH,277,40:32:33,20:13:26,FR
707,708,1176  - DAMBLON Johnathan,V1H,297,40:32:49,20:13:42,BE
708,709,2046  - LI Wendong,V1H,298,40:32:50,20:13:43,CN
709,710,1238  - WHELAN Charles,V1H,299,40:33:39,20:14:32,GB
710,711,2829  - PLAMONDON Mathieu SAC UTO COMP SPORT,SEH,278,40:34:54,20:15:47,CA
711,712,1100  - BERGEYRE David LES TONTONS TRAILEURS,V1H,300,40:35:09,20:16:02,FR
712,713,1151  - MASSOCCHI Mauro Marco RUNCARD,V1H,301,40:37:57,20:18:50,IT
713,713,2209  - PIOTROWSKI Axel HAVELBLITZE,V2H,78,40:37:57,20:18:50,DE
714,715,1041  - DONCHE Dimitri FAUCIGNY ATHLETIC CLUB,SEH,279,40:38:04,20:18:57,FR
715,716,739  - GALEA Guillaume,SEH,280,40:38:20,20:19:13,FR
716,717,1250  - PAGLIA Marco A.S.D. RUNNERS TEAM COLLEFERRO,V1H,302,40:38:27,20:19:20,IT
717,718,1519  - CASADIO Eugenio LE LINCI BRANCO PODISTICO,SEH,281,40:38:28,20:19:21,IT
718,719,1534  - MIGNACCO Gianluigi GLI ORSI A.S.D.,V1H,303,40:39:04,20:19:57,IT
719,720,870  - MOLINA Pascal,SEH,282,40:39:11,20:20:04,CH
720,721,370  - ASSANTE Dylan SPORT CONSULTING,SEH,283,40:40:00,20:20:53,FR
721,722,865  - GENIN Loic S/L ASPTT VERDUN,V1H,304,40:40:11,20:21:04,FR
722,723,1587  - WU Hsin-Ping,V1H,305,40:40:12,20:21:05,TW
723,724,455  - DUHAMEL Maxime,SEH,284,40:40:40,20:21:33,FR
724,725,1075  - DRAGHETTI Marco,V1H,306,40:42:10,20:23:03,IT
725,726,858  - MASCARIN Marc,V2H,79,40:42:59,20:23:52,IT
726,727,1485  - GRIFFITHS Matthew ROYAL WOOTTON BASSETT HOUNDS,V1H,307,40:43:05,20:23:58,GB
727,728,1225  - RIGODANZA Lorenzo SUMMANO COBRAS,V2H,80,40:44:38,20:25:31,IT
728,729,1333  - INCERTI Thierry ROC TRAIL ATTITUDE TEAM FOUL&ES AUBAGNE,V1H,308,40:44:58,20:25:51,FR
729,730,1479  - VEENSTRA Matt VUR,SEH,285,40:45:44,20:26:37,AU
730,731,1228  - HEDMAN Mikael,V1H,309,40:45:53,20:26:46,SE
731,732,1105  - HEITZ Sébastien UA SOCIETE GENERALE,V2H,81,40:45:56,20:26:49,FR
732,733,434  - BUSCAL Alexandre ASL ROBERTSAU,V1H,310,40:45:59,20:26:52,FR
733,734,1595  - LESSARD Michel TEAM K3BS,SEH,286,40:46:09,20:27:02,CA
734,735,2008  - FERRARA Nicholas DCR,V1H,311,40:46:18,20:27:11,US
735,736,1256  - CAPRA Fabrizio,V1H,312,40:46:57,20:27:50,IT
736,737,1013  - SAMAIN Olivier TEAM MUD & SNOW ASD,V2H,82,40:47:41,20:28:34,IT
737,738,1729  - KOCYAN Přemysl,V1H,313,40:48:24,20:29:17,CZ
738,739,1290  - ALLEN Jeff,SEH,287,40:50:40,20:31:33,US
739,740,1289  - WENGER Andreas KAMPONG RUNNERS,V1H,314,40:50:57,20:31:50,CH
740,741,2807  - GUTIERERREZ MAVAREZ Nixon Luis TEAM ROMPE ASFALTO,V1H,315,40:52:00,20:32:53,VE
741,742,1879  - CORNIC Sylvain,V1H,316,40:52:24,20:33:17,FR
742,743,2157  - NEVERS Guy,V1H,317,40:52:35,20:33:28,FR
743,744,1741  - BOUCHER David,V1H,318,40:53:11,20:34:04,FR
744,744,2733  - CAZAVANT Rodolphe,V1H,318,40:53:11,20:34:04,FR
745,746,2809  - IBORRA-SORIA Fran MACHACA PIEDRAS,SEH,288,40:53:39,20:34:32,ES
746,747,1032  - HARTMAN Kevin,V1H,320,40:54:44,20:35:37,CA
747,748,1524  - VALERA GUERRA Marcos ADN DOS HERMANAS,V1H,321,40:55:11,20:36:04,ES
748,749,1942  - PLANET Emmanuel ASPTT COMPIEGNE,V1H,322,40:56:23,20:37:16,FR
749,750,690  - KOHOUT Piera,V2F,2,40:57:29,20:38:22,AU
750,751,653  - BRAUN Marion SV GERMANIA EICHERSCHEID,V3F,1,40:58:26,20:39:19,DE
751,751,925  - CHAPOT Germain,SEH,289,40:58:26,20:39:19,FR
752,753,305  - THORNLEY Craig,V2H,83,40:58:32,20:39:25,US
753,754,1517  - SZANECKI Jakub ZAPIERDALACZE,V1H,323,40:59:06,20:39:59,PL
754,755,2798  - FLAK Łukasz ZAPIERDALACZE,SEH,290,40:59:25,20:40:18,PL
755,756,1406  - PIKUL Piotr,SEH,291,40:59:31,20:40:24,PL
756,757,1695  - CHAMBEFORT David,V1H,324,40:59:55,20:40:48,FR
757,758,1738  - FERNANDES Joaquim PUPILOS TRAIL TEAM,V2H,84,41:01:20,20:42:13,PT
758,759,1200  - LAMIRAND Guillaume TAILLEFER TRAIL TEAM,SEH,292,41:02:24,20:43:17,FR
759,760,414  - XUEREF Romain,SEH,293,41:02:25,20:43:18,FR
760,761,1516  - SOUZA Cicero,V1H,325,41:03:17,20:44:10,BR
761,762,2018  - CHARRE Jean-Louis,V3H,8,41:04:10,20:45:03,FR
762,763,1467  - WIKTOROWICZ Tomasz,V1H,326,41:04:47,20:45:40,PL
763,764,852  - RENAUT Anthony TRAILER DES ARAVIS,SEH,294,41:07:11,20:48:04,FR
764,765,1404  - MOLINA Marc Conrad MGM/BEAST DOGS,V1H,327,41:07:23,20:48:16,PH
765,766,1832  - LOPINET Marc,SEH,295,41:08:24,20:49:17,FR
766,767,932  - LAUNOIS Jerome,SEH,296,41:09:34,20:50:27,BE
767,768,1276  - LISIECKI Tomasz,V1H,328,41:09:39,20:50:32,PL
768,769,1040  - DABAN Julien,SEH,297,41:09:41,20:50:34,FR
769,770,1560  - ČERNÝ Martin RUN FOR FUN SK,V1H,329,41:09:43,20:50:36,SK
770,771,2117  - LE RUYET Philippe TKB - TRAIL DU KREIZ BREIZH,V2H,85,41:09:55,20:50:48,FR
771,772,1730  - LOUIS Gaëtan COUREURS D EXTREME,V2H,86,41:10:15,20:51:08,FR
772,773,1008  - GRIFFON Yann,V1H,330,41:11:30,20:52:23,FR
773,774,1621  - PUIG Frédéric SCHNEIDER,V2H,87,41:12:13,20:53:06,FR
774,775,301  - FOGLIATO Franco,V2H,88,41:13:20,20:54:13,IT
775,776,1860  - VERSCHUREN Herman,V1H,331,41:13:42,20:54:35,NL
776,777,796  - CHARLON Marlène FALICOUNTRAILPLAISIR,V2F,3,41:14:01,20:54:54,FR
777,778,2233  - DELBECQ Damien,SEH,298,41:14:14,20:55:07,FR
778,779,1687  - LOVATT Hugh,SEH,299,41:15:07,20:56:00,GB
779,780,1839  - PALMIE Patrick EKIP TRAIL RODELLE,V2H,89,41:15:08,20:56:01,FR
780,781,801  - SKOV Annemette TEJN.IF,V1F,23,41:15:15,20:56:08,DK
781,782,1240  - FOLKMANN Stephane,V1H,332,41:15:16,20:56:09,FR
782,783,1964  - DAMAS Jean-François,V1H,333,41:15:27,20:56:20,BE
783,784,1580  - LIPOWICZ Łukasz,V1H,334,41:16:16,20:57:09,PL
784,785,1593  - DE SOLA Jean-Luc,V1H,335,41:16:18,20:57:11,FR
785,786,1164  - XIONG Pengpeng,SEH,300,41:16:24,20:57:17,CN
786,787,1394  - LUO Zhengang,SEH,301,41:16:42,20:57:35,CN
787,788,1691  - GRATTIER Pierre SNOS SA,SEH,302,41:16:47,20:57:40,FR
788,789,1565  - STULEMEIJER Casper,SEH,303,41:16:49,20:57:42,NL
789,790,1889  - ORTAS ABELLANAS Raul A.D. CLUB LITERA MONTANA,V1H,336,41:17:22,20:58:15,ES
790,791,1345  - ALLOMBERT-BLANC Johnny CSL ROSNY,V1H,337,41:17:23,20:58:16,FR
791,792,2094  - HOLZNER Georg MST,V2H,90,41:18:49,20:59:42,AT
792,793,1680  - GRANDICELLI Alberto LIBERO,V1H,338,41:21:09,21:02:02,IT
793,794,1751  - YUM Eric,V2H,91,41:21:15,21:02:08,HK
794,795,910  - MCKILLOP Andrew ST ALBANS STRIDERS,V1H,339,41:22:20,21:03:13,GB
795,796,1165  - ZEBRAKOWSKA Katarzyna ULTRAMARATONPODKARPACKI.PL,V1F,24,41:23:21,21:04:14,PL
796,797,1928  - OKIENCZUK Radek,SEH,304,41:23:57,21:04:50,PL
797,798,1000  - FAURE Olivier US TALENCE,V1H,340,41:24:20,21:05:13,FR
798,799,2466  - BRUNEAU Laurent,V1H,341,41:26:06,21:06:59,FR
799,800,420  - GREENWOOD John RRRC,V1H,342,41:27:26,21:08:19,GB
800,801,1564  - ROIZOT Sébastien LE TEIL COURT,V1H,343,41:27:55,21:08:48,FR
801,802,1776  - TASSIN Jerome uscn,V1H,344,41:28:42,21:09:35,FR
802,803,1968  - GUILLERMO Mikaël ADN Noyal-Pontivy 56,V1H,345,41:29:40,21:10:33,FR
803,804,1303  - WHEAT Alan NRG,V2H,92,41:29:52,21:10:45,AU
804,805,777  - OLDRATI Francesco SISPORT,V1H,346,41:30:05,21:10:58,IT
805,806,1143  - CHRISTENSSON Claes TEAM DURUS,SEH,305,41:31:39,21:12:32,SE
806,807,1203  - LJUNG Victor,SEH,306,41:31:40,21:12:33,SE
807,808,1124  - FORNANDER Daniel TEAM DURUS,SEH,307,41:31:41,21:12:34,SE
808,809,1275  - KARLSSON Freddie,SEH,308,41:31:43,21:12:36,SE
809,810,1369  - BOUCHER Frédéric CAF VALENCE,V2H,93,41:32:34,21:13:27,FR
810,810,2816  - LOEILLET Pierre TVA,V1H,347,41:32:34,21:13:27,FR
811,812,1478  - TORBARINA Toni,SEH,309,41:32:45,21:13:38,HR
812,813,2065  - ELGOYHEN Guillaume,SEH,310,41:37:29,21:18:22,FR
813,814,1302  - ROSPIDE Frédéric,SEH,311,41:38:33,21:19:26,FR
814,815,1552  - BENVENUTI Vittorio,V2H,94,41:38:41,21:19:34,IT
815,816,1424  - THOMPSON Mark,V2H,95,41:38:49,21:19:42,GB
816,817,1686  - RIBAULT Alban,SEH,312,41:39:02,21:19:55,FR
817,818,2301  - EIGENSCHENCK Clément,SEH,313,41:39:05,21:19:58,FR
818,819,1462  - HOFFMAN Eloff,V1H,348,41:39:06,21:19:59,ZA
819,820,2818  - MASTROPERROS Panayiotis BE MY HERO!,V2H,96,41:39:09,21:20:02,GR
820,821,2204  - CHEVY William BOULIAC SP,SEH,314,41:39:45,21:20:38,FR
821,822,1697  - GELLENONCOURT Franck,SEH,315,41:40:38,21:21:31,FR
822,823,2372  - MENY Michael D-TEAM//INDUSTEAM,V1H,349,41:41:02,21:21:55,FR
823,824,474  - BESSON Vincent CAP92,V1H,350,41:41:19,21:22:12,BE
824,825,1692  - MOLINES CARDONA Francisco G. M. MARGALLO TRAIL,V1H,351,41:41:34,21:22:27,ES
825,826,1816  - ŠOLTÝS Andrej,V1H,352,41:41:43,21:22:36,SK
826,827,1765  - SKENDEROVIC Alfred COFFEERUN SE,V1H,353,41:42:31,21:23:24,HU
827,828,1890  - SASSI Andrea,SEH,316,41:42:37,21:23:30,IT
828,829,446  - BIJLSMA Jelle,V1H,354,41:43:33,21:24:26,NL
829,830,2737  - ALVEZ BARRERO Fernando ACPORTALEGRE/UTSM,V1H,355,41:45:08,21:26:01,ES
830,831,472  - ROD Jonathan,SEH,317,41:45:42,21:26:35,CH
831,832,1258  - CYGAN Piotr RUN4FUN ULTRA#MARCINSWIERCTEAM,V2H,97,41:45:43,21:26:36,PL
832,833,1972  - CALLISARDI Giancarlo,V1H,356,41:45:45,21:26:38,IT
833,834,1299  - GAROTA Maurizio,V1H,357,41:46:35,21:27:28,IT
834,835,1653  - KONOSHITA Mitsuji APF,V2H,98,41:47:30,21:28:23,CY
835,836,1355  - TRESSI Luigi RUNNERS TEAM ZANE,V1H,358,41:47:59,21:28:52,IT
836,837,2379  - KOWALSKI Maciej LOTOS RUNNING TEAM,V1H,359,41:48:05,21:28:58,PL
837,838,348  - BROSSEAU Sebastien SAINT JEAN DE MONTS VENDEE TRIATHLON ATHLETISME,V1H,360,41:48:38,21:29:31,FR
838,839,1698  - GONZÁLEZ SANTOS Raúl TEAM QUINTERO,SEH,318,41:48:47,21:29:40,MX
839,840,1946  - MURDOCH David,V1H,361,41:49:02,21:29:55,GB
840,841,1656  - MASNEUF Alexandre LES CHAMOIS DU LAC BLEU,SEH,319,41:49:46,21:30:39,FR
841,842,722  - MURAI Ayako,SEF,28,41:51:10,21:32:03,JP
842,843,1435  - GONZALEZ PLAZA Josep,V2H,99,41:51:17,21:32:10,ES
843,844,1347  - DUEZ Mickael,V1H,362,41:52:37,21:33:30,FR
844,845,2458  - OWEN Timothy,SEH,320,41:53:23,21:34:16,GB
845,846,2395  - HU Gefei,V1H,363,41:53:24,21:34:17,CN
846,847,2011  - CHEN Yongjie ONE SEASON BOOT CAMP,V1H,364,41:53:43,21:34:36,CN
847,848,1234  - NG Chern,SEH,321,41:54:03,21:34:56,MY
848,848,1632  - COSTAMAGNA Cristian Javier -,SEH,321,41:54:03,21:34:56,AR
849,850,330  - EARLE Lieko,V1F,25,41:54:20,21:35:13,US
850,851,1313  - AMADEU Teixeira HUGO TEIXEIRA PT,V3H,9,41:54:28,21:35:21,PT
851,852,1113  - BARRUETO Mirjam,SEF,29,41:54:38,21:35:31,CH
852,853,444  - MULLER François ATHLE RUNNING,V2H,100,41:54:54,21:35:47,FR
853,853,2314  - HARRIS Gavin DEVERON HARRIERS,SEH,323,41:54:54,21:35:47,GB
854,855,1913  - LEONI Mauro VERONA TRAIL RUNNERS,V2H,101,41:55:25,21:36:18,IT
855,856,1458  - BRUN Yves,V1H,365,41:55:37,21:36:30,FR
856,857,470  - MONTCOUQUIOL Sylvain,V1H,366,41:56:23,21:37:16,FR
857,857,2135  - FRANCART Vincent,SEH,324,41:56:23,21:37:16,FR
858,859,2741  - AMARAL Tiago SIM SUMMIT,SEH,325,41:57:06,21:37:59,PT
859,860,2787  - COELHO Sergio GTT ARMAZEM DO CAFFE,V1H,367,41:57:10,21:38:03,PT
860,861,2128  - BRAMBILLA Giovanni,V2H,102,41:57:44,21:38:37,IT
861,862,1894  - DURAND Benoit,V2H,103,41:58:23,21:39:16,FR
862,863,341  - BARVAUT Kély SCAP MONTELIMAR,V1H,368,41:58:34,21:39:27,FR
863,863,1314  - BOURDIER Florent TEAM TRAILTITUDE,SEH,326,41:58:34,21:39:27,FR
864,865,2187  - BARBIERI Roger,V2H,104,41:59:07,21:40:00,FR
865,866,1271  - CRUSSY Thierry DECINES MEZIEU ATHLETISME,V2H,105,41:59:14,21:40:07,FR
866,867,2435  - POWELL Mark,V1H,369,41:59:23,21:40:16,GB
867,868,875  - KOKUBU Sayaka,V1F,26,41:59:47,21:40:40,JP
868,869,2229  - DARNIEAUD Romain,SEH,327,42:00:24,21:41:17,FR
869,870,2144  - LAFFON Pierre,SEH,328,42:00:28,21:41:21,FR
870,871,1374  - LAPORTE Romain CA BRIOUDE,V1H,370,42:01:29,21:42:22,FR
871,872,1452  - LAW Ka Leung,V1H,371,42:02:12,21:43:05,HK
872,873,2463  - HERVOUËT Julien,SEH,329,42:02:21,21:43:14,FR
873,874,2540  - GONZALEZ RIVERO Marcial FONDISTAS DE MIGUELTURRA,V2H,106,42:02:31,21:43:24,ES
874,875,2723  - JUN Yang,SEF,30,42:02:35,21:43:28,CN
875,876,845  - PICARD Julien LES BRONZAMIS,V1H,372,42:02:50,21:43:43,FR
876,877,1718  - MELCHIORRI Marco PASTURO TEAM,V2H,107,42:03:06,21:43:59,IT
877,878,2801  - GALAAEN Øistein Schmidt ROMERIKE ULTRALOPERKLUBB,V1H,373,42:03:15,21:44:08,NO
878,879,2546  - FERNANDEZ josé CE CIAT,V3H,10,42:04:05,21:44:58,FR
879,880,1150  - DEMPERE Pierre UA SOCIETE GENERALE,V1H,374,42:04:29,21:45:22,FR
