,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
1465,1466,1817  - HECKMANN Christian MBDA SPORT ATHLETISME,V1H,629,45:45:17,25:26:10,FR
1466,1467,1912  - FURUNES Erling,V1H,630,45:49:03,25:29:56,NO
1467,1468,2159  - ARNOTT John,V1H,631,45:49:11,25:30:04,GB
1468,1469,2647  - HOELLINGER Lionel,V1H,632,45:49:12,25:30:05,FR
1469,1470,1733  - KUNIKO Komine,V1F,59,45:49:23,25:30:16,JP
1470,1471,2097  - BORDINI William LEOPODISTICA,V1H,633,45:49:30,25:30:23,IT
1471,1472,2054  - KRAUSHOFER Arnold,V2H,219,45:50:21,25:31:14,AT
1472,1473,1503  - CARRASCO Pedro Pablo,SEH,468,45:50:29,25:31:22,PE
1473,1474,2539  - GERBAUD Rémi DOMENE ATHLE,V1H,634,45:50:56,25:31:49,FR
1474,1475,481  - SAUVAGE Dominique,V2H,220,45:51:40,25:32:33,FR
1475,1476,1386  - CHENG Lijun XIAOERHEI,SEF,58,45:51:54,25:32:47,CN
1476,1477,1826  - MARTENS Peter FREDERICIA LOBEKLUB,V2H,221,45:51:58,25:32:51,DK
1477,1478,2167  - VISSE Ludovic LES TRAILEURS DE LA POINTE,SEH,469,45:52:15,25:33:08,FR
1478,1479,2020  - CONBOY John,V2H,222,45:54:07,25:35:00,US
1479,1480,2340  - MOULIOM Aimé AGNETZ,V1H,635,45:54:50,25:35:43,FR
1480,1481,2464  - TRAVAILLOT Laurent TEAMCOSTO,V2H,223,45:56:50,25:37:43,FR
1481,1482,1688  - TRAVAILLOT Marie Laure CROCO,V2F,14,45:56:51,25:37:44,FR
1482,1483,1637  - ZHANG Lin,V1H,636,45:56:53,25:37:46,CN
1483,1484,2557  - NAVA Marco Roberto ROAD RUNNERS CLUB MILANO,V2H,224,45:56:59,25:37:52,IT
1484,1485,1354  - TASSONE Enzo TEAM MARGUAREIS/ROATA-CHIUSANI,V2H,225,45:57:01,25:37:54,IT
1485,1486,2330  - PAU Stephen BRITISH RED CROSS,V1H,637,45:57:03,25:37:56,CN
1486,1487,1588  - AHMAD Muhammad Zulfazli,SEH,470,45:57:14,25:38:07,MY
1487,1488,1049  - MORAT Murielle ATHLE55 - KALENJI TEAM,V1F,60,45:57:20,25:38:13,FR
1488,1489,2269  - HACKL Manfred Fre Do,V2H,226,45:57:41,25:38:34,AT
1489,1490,2780  - BRODOWSKI Michał LEMON TEAM,SEH,471,45:57:48,25:38:41,PL
1490,1491,1825  - RIBEIRO Mickael,V1H,638,45:57:50,25:38:43,FR
1491,1492,2419  - CHEN Jianhua,V1H,639,45:58:07,25:39:00,CN
1492,1493,2116  - LAM Kai Hong Samson,V1H,640,45:58:28,25:39:21,HK
1493,1494,1062  - SÁNCHEZ RUIZ Víctor José TRAIL BOGARRA,SEH,472,45:59:16,25:40:09,ES
1494,1495,2619  - REINDL Andreas TSF TUTTLINGEN,V1H,641,45:59:31,25:40:24,DE
1495,1496,888  - SOAVE Roberta,SEF,59,45:59:56,25:40:49,IT
1496,1497,1099  - CEJOVIC Dragana,V2F,15,46:00:26,25:41:19,ME
1497,1498,1804  - WIEGERS Ruud DE KADE BEWEEGT!,V2H,227,46:01:04,25:41:57,NL
1498,1499,2411  - ROELL David U-TRACK,V2H,228,46:01:05,25:41:58,NL
1499,1500,1579  - GALAMAND Eric EAA FOULEE D ANNEMASSE,V2H,229,46:01:55,25:42:48,FR
1500,1501,2695  - FUNAKOSHI Satoshi AHIRU CLUB,V1H,642,46:02:05,25:42:58,JP
1501,1502,1846  - MANIETTE Benoit KIKOUROU,V1H,643,46:02:47,25:43:40,FR
1502,1503,1971  - CIPRIANI Simone IL PONTE SCANDICCI ASD,V2H,230,46:04:02,25:44:55,IT
1503,1504,1360  - FISCHER Frank,V2H,231,46:04:54,25:45:47,DE
1504,1505,1264  - SUGIANTO Rini,SEF,60,46:05:22,25:46:15,ID
1505,1506,2485  - LE MENARCH Erwann,SEH,473,46:05:23,25:46:16,TH
1506,1507,2677  - ABE Hideshi,V3H,22,46:06:05,25:46:58,JP
1507,1508,2621  - AUGUSTO Bruno OLIMPICO VIANENSE TRAIL,V1H,644,46:07:00,25:47:53,PT
1508,1509,2102  - PETITIMBERT Ludovic GOST,V1H,645,46:07:14,25:48:07,FR
1509,1510,1507  - LOY Mun Ho,SEH,474,46:07:31,25:48:24,MY
1510,1511,2610  - BIAGIO Dale,SEH,475,46:08:22,25:49:15,ZA
1511,1512,2412  - RUDOLPH Frederic,V1H,646,46:09:11,25:50:04,CH
1512,1513,2068  - JOUARIE Julien SNLS44,V1H,647,46:09:16,25:50:09,FR
1513,1514,2566  - LI Dengpan CHM400CLUB,SEH,476,46:10:12,25:51:05,CN
1514,1515,2398  - WASILEWSKI Krzysztof,V1H,648,46:10:16,25:51:09,PL
1515,1516,2267  - VISEUX Philippe,V1H,649,46:10:35,25:51:28,FR
1516,1517,2586  - STRNAD Václav SOVA RUN BRNO,V1H,650,46:11:06,25:51:59,CZ
1517,1518,2112  - KUSUMOTO Shuichiro,V2H,232,46:11:33,25:52:26,JP
1518,1519,1996  - OSWALD Uwe SPARDA TEAM RECHBERGHAUSEN,V2H,233,46:11:35,25:52:28,DE
1519,1520,2498  - XU Dong,V1H,651,46:11:55,25:52:48,CN
1520,1521,2591  - KIM Jaewoo,V1H,652,46:12:01,25:52:54,KR
1521,1522,2497  - LIM Swee Kwang,V2H,234,46:12:42,25:53:35,SG
1522,1523,492  - RODIER Serge CAPHG,V2H,235,46:12:55,25:53:48,FR
1523,1524,1919  - KUSUMOTO Sumiko,V1F,61,46:13:42,25:54:35,JP
1524,1525,1892  - MARQUES Noémia,V3F,4,46:13:49,25:54:42,PT
1525,1526,2553  - COTTIN Michel NEVERS TRIATHLON,V2H,236,46:14:34,25:55:27,FR
1526,1527,2688  - LIN Cankai EQUATOR RUNNER,SEH,477,46:15:02,25:55:55,CN
1527,1528,1419  - IGUCHI Chikako,V1F,62,46:15:04,25:55:57,JP
1528,1529,2371  - HUANG Canquan DONGGUAN TRIATHLON SPORTS ASSOCIATION,V1H,653,46:15:05,25:55:58,CN
1529,1530,1848  - PENG Yong 山城越野,V1H,654,46:15:07,25:56:00,CN
1530,1531,2380  - LEE Alfred,V2H,237,46:16:41,25:57:34,HK
1531,1532,2694  - MCLAUGHLIN Paul,V3H,23,46:17:03,25:57:56,GB
1532,1533,2278  - SEILLÉ Sébastien Ent'Raid 49,V1H,655,46:17:53,25:58:46,FR
1533,1534,2415  - JAVIER George TEAM BASEKAMP,V1H,656,46:18:16,25:59:09,PH
1534,1535,1737  - BERNARD Guillaume,SEH,478,46:18:44,25:59:37,FR
1535,1536,1646  - SURYANI Lily BALI TRAIL RUNNERS,V2F,16,46:19:22,26:00:15,ID
1536,1537,2449  - ZHANG Bochao,SEH,479,46:19:23,26:00:16,CN
1537,1538,2039  - LEMMON Matthew ABERDEEN HASH HOUSE HARRIERS,SEH,480,46:19:44,26:00:37,GB
1538,1539,1430  - LEITH Hannah,SEF,61,46:21:59,26:02:52,GB
1539,1540,2182  - MIZUI Yoshimitsu TEAM PARISMARATHON / AHIRU CLUB,V1H,657,46:22:08,26:03:01,JP
1540,1541,2284  - VAILLANT Benoit CRAZY TRAILERS,V2H,238,46:22:12,26:03:05,FR
1541,1542,1542  - COURBET Simon,V1H,658,46:23:44,26:04:37,FR
1542,1543,1937  - BRUCHON Patrick USCS BOUFFONS,V1H,659,46:23:57,26:04:50,FR
1543,1544,449  - ANDRE Loïc SPHENISCUS,V1H,660,46:24:04,26:04:57,FR
1544,1545,1582  - VERDI BRUSATI Daniel SPORTREAM,SEH,481,46:25:25,26:06:18,AR
1545,1546,360  - VAUTIER Guillaume COMPRESSPORT,SEH,482,46:26:13,26:07:06,FR
1546,1547,2698  - SUCHANTABUT Ekasit,V1H,661,46:26:19,26:07:12,TH
1547,1548,1736  - KITAZAWA Sanae,V2F,17,46:26:26,26:07:19,JP
1548,1549,2535  - NOMOTO Tetsuro,V2H,239,46:26:30,26:07:23,JP
1549,1550,2124  - LEJEUNE Laurent RCB,V1H,662,46:27:20,26:08:13,BE
1550,1551,2715  - NG Ho Ming,SEH,483,46:31:31,26:12:24,HK
1551,1552,2518  - CHUI Lok Nin Joe FA RUNNERS,V1H,663,46:31:33,26:12:26,HK
1552,1553,2447  - TSE Hon Shing KING HANG HIKING CLUB,V3H,24,46:31:34,26:12:27,HK
1553,1554,495  - CLÉMOT Christophe,V2H,240,46:33:12,26:14:05,FR
1554,1555,2206  - LOPEZ HIDALGO Rafael ESCUELA DE RUNNING CEM,V1H,664,46:36:53,26:17:46,ES
1555,1556,2392  - KELLER Guillaume,V2H,241,46:55:30,26:36:23,FR
